(1) went to new D (2) went to new R (3) open seat to D (4) open seat to R (5) Pa: didn’t return,,,2011,2013,2015,2017,2019,State,BA,BS,JD,PhD,MBA,MPA/MPP,MA ,MS,MPH,MD,DMD,Other bachelors,Other postgrad,JDs,Has a non-JD postgraduate degree,Has a MD,Has a bachelors or above,JD + another postgrad degree,Has a postgraduate degree,BS and Replaced,BA,BA and Replaced,NO BA or BS and Replaced,New Member,BA (Replacement),BS (Replacement),JD (Replacement),PhD (Replacement,MBA (Replacement),MPA/MPP (Replacement),MA (Replacement),MS (Replacement),MPH (Replacement),MD (Replacement),DMD (Replacement),Other bachelors,Other postgrad,,
1,"Michael E. Capuano, D-Mass.","Dartmouth College, B.A. 1973 (psychology)
Boston College, J.D. 1977",,,1,1,0,Mass.,1,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,FALSE,1,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4,"Pat Tiberi, R-Ohio","Ohio State University, B.A.",,,1,1,0,Ohio,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,FALSE,1,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1,"Robert Pittenger, R-N.C.","U. of Texas, B.A. 1970 (government)",,,1,1,0,N.C.,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,FALSE,1,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5,"Ryan A. Costello, R-Pa.","Ursinus College, B.A. 1999 (politics)
Villanova U., J.D. 2002",,,1,1,0,Pa.,1,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,FALSE,1,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5,"Pat Meehan, R-Pa.","Bowdoin College, B.A.
Temple University, J.D.",,,1,1,0,Pa.,1,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,FALSE,1,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1,"Mike Bishop, R-Mich.","Michigan State U., attended 1985-86
U. of Michigan, B.A. 1989 (history)
Detroit College of Law, J.D. 1993",,,1,1,0,Mich.,1,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,FALSE,1,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1,"Barbara Comstock, R-Va.","Middlebury College, B.A. 1981 (political science)
Georgetown U., J.D. 1986",,,1,1,0,Va.,1,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,FALSE,1,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1,"John Culberson, R-Texas","Southern Methodist U., B.A. 1981 (history)
South Texas College of Law, J.D. 1988",,,1,1,0,Texas,1,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,FALSE,1,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3,"Keith Ellison, D-Minn.","Wayne State U., B.A. 1986 (economics)
Wayne State U., attended 1986-87 (economics)
U. of Minnesota, J.D. 1990",,,1,1,0,Minn.,1,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,FALSE,1,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3,"Elizabeth Esty, D-Conn.","Harvard U., A.B. 1981 (government)
Yale U., J.D. 1985",,,1,1,0,Conn.,1,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,FALSE,1,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3,Xavier Becerra,"Stanford University, B.A. (economics)
Stanford University, J.D.",,,1,1,0,Calif.,1,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,FALSE,1,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4,"Robert W. Goodlatte, R-Va.","Bates College, B.A. 1974 (government)
Washington and Lee U., J.D. 1977",,,1,1,0,Va.,1,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,FALSE,1,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4,"Trey Gowdy, R-S.C.","Baylor U., B.A. 1986 (history)
U. of South Carolina, J.D. 1989",,,1,1,0,S.C.,1,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,FALSE,1,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4,"Jeb Hensarling, R-Texas","Texas A&M U., B.A. 1979 (economics)
U. of Texas, J.D. 1982",,,1,1,0,Texas,1,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,FALSE,1,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1,"Randy Hultgren, R-Ill.","Bethel College, B.A. 1988 (communications & political science)
Illinois Institute of Technology, J.D. 1993",,,1,1,0,Ill.,1,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,FALSE,1,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4,"Raúl R. Labrador, R-Idaho","Brigham Young U., B.A. 1992 (Spanish)
U. of Washington, J.D. 1995",,,1,1,0,Idaho,1,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,FALSE,1,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4,"Luke Messer, R-Ind.","Wabash College, B.A. 1991 (speech)
Vanderbilt U., J.D. 1994",,,1,1,0,Ind.,1,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,FALSE,1,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4,"Ted Poe, R-Texas","Abilene Christian College, B.A. 1970 (political science)
U. of Houston, J.D. 1973",,,1,1,0,Texas,1,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,FALSE,1,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4,"Todd Rokita, R-Ind.","Wabash College, B.A. 1992 (political science)
Indiana U., Indianapolis, J.D. 1995",,,1,1,0,Ind.,1,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,FALSE,1,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1,"Peter Roskam, R-Ill.","U. of Illinois, B.A. 1983 (political science)
Illinois Institute of Technology, J.D. 1989",,,1,1,0,Ill.,1,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,FALSE,1,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4,"Dennis A. Ross, R-Fla.","U. of Florida, attended 1977-78
Auburn U., B.S.B.A. 1981 (organization management)
Samford U., J.D. 1987",,,1,1,0,Fla.,1,1,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,FALSE,1,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4,"Lamar Smith, R-Texas","Yale U., B.A. 1969 (American studies)
Southern Methodist U., J.D. 1975",,,1,1,0,Texas,1,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,FALSE,1,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3,"Dave Trott, R-Mich.","U. of Michigan, B.A. 1981 (political science & communication)
Duke U., J.D. 1985",,,1,1,0,Mich.,1,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,FALSE,1,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3,"Niki Tsongas, D-Mass.","Michigan State U., attended 1964-65
Smith College, B.A. 1968 (religion)
Boston U., J.D. 1988",,,1,1,0,Mass.,1,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,FALSE,1,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1,"Kevin Yoder, R-Kan.","U. of Kansas, B.A. 1999 (political science & English)
U. of Kansas, J.D. 2002",,,1,1,0,Kan.,1,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,FALSE,1,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6,"ron desantis, R-Fl.","Yale University, B.A.
Harvard University, J.D.",,,1,1,0,Fl.,1,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,FALSE,1,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1,"Steve Russell, R-Okla.","Ouachita Baptist U., B.A. 1985 (public speaking)",,,1,1,0,Okla.,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,FALSE,1,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1,"Joseph Crowley, D-N.Y.","Queens College, B.A. 1985 (communications & political science)",,,1,1,0,N.Y.,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,FALSE,1,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1,"Mike Coffman, R-Colo.","U. of Colorado, B.A. 1979 (political science)",,,1,1,0,Colo.,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,FALSE,1,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4,"Kevin Cramer, R-N.D.","Concordia College, B.A. 1983 (social work)
U. of Mary, M.M. 2003",,,1,1,0,N.D.,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,FALSE,1,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4,Jason Chaffetz,"Brigham Young University, B.A.",,,1,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,FALSE,1,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1,"Jeff Denham, R-Calif.","Victor Valley Junior College, A.A. 1989 (liberal arts)
California Polytechnic State U., B.A. 1992 (political science)",,,1,1,0,Calif.,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,FALSE,1,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3,"Rodney Frelinghuysen, R-N.J.","Hobart College, B.A. 1969
Trinity College (Conn.), attended 1971 (American history)",,,1,1,0,N.J.,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,FALSE,1,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3,"Gene Green, D-Texas","U. of Houston, B.B.A. 1971
Bates College of Law, attended 1971-77",,,1,1,0,Texas,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,FALSE,1,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3,"Luis V. Gutiérrez, D-Ill.","Northeastern Illinois U., B.A. 1975 (liberal arts)",,,1,1,0,Ill.,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,FALSE,1,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3,"Darrell Issa, R-Calif.","Siena Heights College, B.A. 1976 (business administration and management)
Kent State U., A.A. 1976 (general studies)",,,1,1,0,Calif.,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,FALSE,1,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3,"John Conyers Jr., D-Mich.","Wayne State University, B.A., LL.B.",,,1,1,0,Mich.,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,FALSE,1,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1,"Tom MacArthur, R-N.J.","Hofstra U., B.A. 1982 (history)",,,1,1,0,N.J.,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,FALSE,1,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4,"Rick Nolan, D-Minn.","Saint John's U., attended 1962-64
U. of Minnesota, B.A. 1966 (political science)
U. of Maryland, attended 1967
St. Cloud State U., attended 1969",,,1,1,0,Minn.,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,FALSE,1,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3,"Beto O’Rourke, D-Texas","Columbia U., B.A. 1995 (English)",,,1,1,0,Texas,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,FALSE,1,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1,"Erik Paulsen, R-Minn.","St. Olaf College, B.A. 1987 (mathematics)",,,1,1,0,Minn.,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,FALSE,1,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1,"Bruce Poliquin, R-Maine","Harvard U., A.B. 1976 (economics)",,,1,1,0,Maine,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,FALSE,1,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3,"Jared Polis, D-Colo.","Princeton U., A.B. 1996 (politics)",,,1,1,0,Colo.,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,FALSE,1,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3,"Ed Royce, R-Calif.","California State U., Fullerton, B.A. 1977 (accounting & finance)",,,1,1,0,Calif.,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,FALSE,1,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4,"Paul D. Ryan, R-Wis.","Miami U. (Ohio), B.A. 1992 (political science & economics)",,,1,1,0,Wis.,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,FALSE,1,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1,"Mimi Walters, R-Calif.","U. of California, Los Angeles, B.A. 1984 (political science)",,,1,1,0,Calif.,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,FALSE,1,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1,"David Young, R-Iowa","Buena Vista College, attended 1986-87
Drake U., B.A. 1991 (English)",,,1,1,0,Iowa,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,FALSE,1,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,Charles Rangel,New York University B.S. St. John’s University New York LL.B.,1,1,1,0,0,,,1,,,,,,,,,,1,,0,0,0,0,0,0,FALSE,FALSE,FALSE,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,Corrine Brown,"Florida A&M B.S. M.A., University of Florida EdS",1,1,1,0,0,,,1,,,,,1,,,,,,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,Matt Salmon,"ASU Tempe B.A., BYU M.P.A.",0,1,1,0,0,,1,,,,,1,,,,,,,,0,0,0,0,0,0,FALSE,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,Donna Edwards,"Wake Forest B.A., University of New Hampshire, Concord J.D.",1,1,1,0,0,,1,,1,,,,,,,,,,,0,0,0,0,0,0,FALSE,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,Bob Dold,"Denison University B.A., Indiana University, Bloomington J.D., Northwestern University M.B.A.",1,0,1,0,0,,1,,1,,1,,,,,,,,,0,0,0,0,0,0,FALSE,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,Mike Fitzpatrick,St. Thomas University B.A. Penn State J.D. (unverified data),1,1,1,0,0,,1,,1,,,,,,,,,,,0,0,0,0,0,0,FALSE,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,Patrick Murphy,University of Miami B.A.,0,1,1,0,0,,1,,,,,,,,,,,,,0,0,0,0,0,0,FALSE,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,Frank Guinta,"Assumption College B.A., University of New Hampshire, Concord M.A.",1,0,1,0,0,,1,,,,,,1,,,,,,,0,0,0,0,0,0,FALSE,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,David Jolly,"Emory University B.A., George Mason University J.D.",0,0,1,0,0,,1,,1,,,,,,,,,,,0,0,0,0,0,0,FALSE,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,Richard Hanna,Reed College B.A.,1,1,1,0,0,,1,,,,,,,,,,,,,0,0,0,0,0,0,FALSE,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,Charles Boustany,"University of Louisiana Lafayette B.S., LSU New Orleans M.D.",0,1,1,0,0,,,1,,,,,,,,1,,,,0,0,0,0,0,0,FALSE,FALSE,FALSE,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,Mark Takai,University of Hawaii Manoa B.A. M.P.H.,0,0,1,0,0,,1,,,,,,,,1,,,,,0,0,0,0,0,0,FALSE,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,Alan Grayson,Harvard University B.A. M.P.P. J.D.,0,1,1,0,0,,1,,1,,,1,,,,,,,,0,0,0,0,0,0,FALSE,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,Stephen Fincher,,1,1,1,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,FALSE,FALSE,FALSE,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,Brad Ashford,"Colgate University B.A., Creighton University J.D.",0,0,1,0,0,,1,,1,,,,,,,,,,,0,0,0,0,0,0,FALSE,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,Randy Forbes,"Randolph-Macon College B.A., University of Virginia J.D.",1,1,1,0,0,,1,,1,,,,,,,,,,,0,0,0,0,0,0,FALSE,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,Leon Westmoreland,,0,1,1,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,FALSE,FALSE,FALSE,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,Chaka Fattah,M.P.A. UPenn (unverified),1,1,1,0,0,,,,,,,1,,,,,,,,0,0,0,0,0,0,FALSE,FALSE,FALSE,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,Curt Clawson,"Purdue B.A. B.S., Harvard M.B.A.",0,0,1,0,0,,1,1,,,1,,,,,,,,,0,0,0,0,0,0,FALSE,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,Dan Benishek,"University of Michigan B.S., Wayne State M.D.",1,1,1,0,0,,,1,,,,,,,,1,,,,0,0,0,0,0,0,FALSE,FALSE,FALSE,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,Joe Heck,"Penn State B.S., Medicine D.O., US Army War College M.S.",1,1,1,0,0,,,1,,,,,,1,,,,,,0,0,0,0,0,0,FALSE,FALSE,FALSE,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,Ed Whitfield,"University of Kentucky B.A,, J.D. (unverified)",1,1,1,0,0,,1,,1,,,,,,,,,,,0,0,0,0,0,0,FALSE,FALSE,FALSE,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,Chris Van Hollen,"Swarthmore College B.A., Harvard University M.P.P., Georgetown University J.D.",1,1,1,0,0,,1,,1,,,1,,,,,,,,0,0,0,0,0,0,FALSE,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,John Kline,"Rice University B.A., Shippensburg University M.P.A.",1,1,1,0,0,,1,,,,,1,,,,,,,,0,0,0,0,0,0,FALSE,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,Marlin Stutzman,,1,1,1,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,FALSE,FALSE,FALSE,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,Sam Farr,Williamette University B.A.,1,1,1,0,0,,1,,,,,,,,,,,,,0,0,0,0,0,0,FALSE,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,Randy Neugebauer,Texas Tech University Lubbock B.B.A.,1,1,1,0,0,,,,,,,,,,,,,1,,0,0,0,0,0,0,FALSE,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,Chris Gibson,"Siena College B.A., Cornell University M.P.A. M.A. Ph.D.",1,1,1,0,0,,1,,,1,,1,1,,,,,,,0,0,0,0,0,0,FALSE,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,Ander Crenshaw,"University of Georgia B.A., University of Florida J.D.",1,1,1,0,0,,1,,1,,,,,,,,,,,0,0,0,0,0,0,FALSE,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,Scott Garrett,"Montclair State University B.A., Rutgers University Camden J.D.",1,1,1,0,0,,1,,1,,,,,,,,,,,0,0,0,0,0,0,FALSE,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,John Carney,"Dartmouth College B.A., University of Delaware M.P.A.",1,1,1,0,0,,1,,,,,1,,,,,,,,0,0,0,0,0,0,FALSE,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,Cythia Lummis,University of Wyoming B.S. J.D.,1,1,1,0,0,,,1,1,,,,,,,,,,,0,0,0,0,0,0,FALSE,FALSE,FALSE,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,Joe Pitts,"Asbury University B.A., West Chester University M.Ed.",1,1,1,0,0,,1,,,,,,,,,,,,1,0,0,0,0,0,0,FALSE,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,Loretta Sanchez,"Chapman University B.A., American University M.B.A.",1,1,1,0,0,,1,,,,1,,,,,,,,,0,0,0,0,0,0,FALSE,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,Jeff Miller,University of Florida B.A.,1,1,1,0,0,,1,,,,,,,,,,,,,0,0,0,0,0,0,FALSE,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,Reid Ribble,"Cornerstone University, No degree (Unverified)",1,1,1,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,FALSE,FALSE,FALSE,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,John Fleming,"University of Mississippi B.S., M.D.",1,1,1,0,0,,,1,,,,,,,,1,,,,0,0,0,0,0,0,FALSE,FALSE,FALSE,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,Janice Hahn,Abilene Christian University B.S.,0,1,1,0,0,,,1,,,,,,,,,,,,0,0,0,0,0,0,FALSE,FALSE,FALSE,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,Gwen Graham,"UNC Chapel Hill B.A., American University J.D.",0,0,1,0,0,,1,,1,,,,,,,,,,,0,0,0,0,0,0,FALSE,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,Candice Miller,,1,1,1,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,FALSE,FALSE,FALSE,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,Jim McDermott,"Wheaton College B.S., UI College of Medicine M.D.",1,1,1,0,0,,,1,,,,,,,,1,,,,0,0,0,0,0,0,FALSE,FALSE,FALSE,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,Tammy Duckworth,"University of Hawaii B.A., GWU M.A., Northern Illinois university Ph.D.",0,1,1,0,0,,1,,,1,,,1,,,,,,,0,0,0,0,0,0,FALSE,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,Mike Honda,San Jose State University B.A. M.A.,0,1,1,0,0,,1,,,,,,1,,,,,,,0,0,0,0,0,0,FALSE,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,Tim Huelskamp,"Santa Fe University of Art and Design B.A., American University M.A. Ph.D.",1,1,1,0,0,,1,,,1,,,1,,,,,,,0,0,0,0,0,0,FALSE,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,Cresent Hardy,Dixie State University B.A.,0,0,1,0,0,,1,,,,,,,,,,,,,0,0,0,0,0,0,FALSE,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,Lois Capps,"Pacific Lutheran University B.S., Yale University M.A., UCSB M.A.",1,1,1,0,0,,,1,,,,,1,,,,,,,0,0,0,0,0,0,FALSE,FALSE,FALSE,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,Scott Rigell,"Brevard A.A., B.B.A. Mercer, M.B.A. Regent",1,1,1,0,0,,,,,,1,,,,,,,1,,0,0,0,0,0,0,FALSE,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,John Mica,University of Florida B.A.,1,1,1,0,0,,1,,,,,,,,,,,,,0,0,0,0,0,0,FALSE,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,Robert Hurt,Hampden-Sydney College B.S. Mississippi College School of Law J.D.,1,1,1,0,0,,,1,1,,,,,,,,,,,0,0,0,0,0,0,FALSE,FALSE,FALSE,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,Steve Israel,GWU B.A.,1,1,1,0,0,,1,,,,,,,,,,,,,0,0,0,0,0,0,FALSE,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,Todd Young,"USNA B.S. UChicago M.B.A., University of London M.A., Indiana University J.D.",1,1,1,0,0,,,1,1,,1,,1,,,,,,,0,0,0,0,0,0,FALSE,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,Ruben Hinojosa,"UT Austin B.B.A., UT Pan American M.B.A.",1,1,1,0,0,,,,,,1,,,,,,,1,,0,0,0,0,0,0,FALSE,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"A. Donald McEachin, D-Va.","American U., B.S. 1982 (political science)
U. of Virginia, J.D. 1986
Virginia Union U., M.Div. 2008 (theology)",0,0,0,1,1,Va.,0,1,1,0,0,0,0,0,0,1,0,,,1,1,1,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Brian Fitzpatrick, R-Pa.","La Salle U., B.S.B.A. 1996 (accounting)
Pennsylvania State U., J.D. 2001
Pennsylvania State U., M.B.A. 2001",0,0,0,1,1,Pa.,1,1,1,0,1,0,0,0,0,0,0,,,1,1,0,0,1,0,FALSE,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,"Andy Biggs, R-Ariz.","Brugham Young U., B.A. 1982 (Asian studies)
U. of Arizona, J.D. 1984
Arizona State U., M.A. 1999 (political science)",0,0,0,1,1,Ariz.,1,0,1,0,0,0,1,0,0,0,0,,,1,1,0,0,1,0,FALSE,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,
